,:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,address_type,agency,agency_name,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,school_address,school_city,school_code,school_name,school_not_found,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
852,14,10700,30,1,ADDRESS,NYPD,New York City Police Department,STATEN ISLAND,STATEN ISLAND,2017-11-22T22:47:22.000,02 STATEN ISLAND,Illegal Parking,2017-11-22T21:12:12.000,VICTORY BOULEVARD,WILD AVENUE,Blocked Hydrant,2017-11-23T05:12:12.000,Precinct,78 ALBERTA AVENUE,10314,,,40.589479105963065,"{u'type': u'Point', u'coordinates': [-74.190386501329, 40.589479105963]}",Street/Sidewalk,-74.19038650132875,STATEN ISLAND,Unspecified,2017-11-22T22:47:22.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,ALBERTA AVENUE,,37760009,931372,154097
853,12,11271,59,5,ADDRESS,HPD,Department of Housing Preservation and Development,BRONX,BRONX,,11 BRONX,HEAT/HOT WATER,2017-11-22T21:11:47.000,,,APARTMENT ONLY,,N/A,1716 FOWLER AVENUE,10462,,,40.8460414661814,"{u'type': u'Point', u'coordinates': [-73.857940751554, 40.846041466181]}",RESIDENTIAL BUILDING,-73.85794075155397,BRONX,Unspecified,2017-11-22T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,FOWLER AVENUE,,37766148,1023554,247545
854,45,18184,21,2,ADDRESS,DEP,Department of Environmental Protection,BROOKLYN,BROOKLYN,,13 BROOKLYN,Water System,2017-11-22T21:11:00.000,BAY VIEW AVE,NEPTUNE AVE,LOW WATER PRESSURE - WLWP,,N/A,2750 WEST   33 STREET,11224,,,40.57830903505514,"{u'type': u'Point', u'coordinates': [-74.000233992269, 40.578309035055]}",,-74.00023399226933,BROOKLYN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,WEST   33 STREET,,37762597,984185,149970
855,11,13513,60,2,ADDRESS,HPD,Department of Housing Preservation and Development,BROOKLYN,BROOKLYN,,14 BROOKLYN,HEAT/HOT WATER,2017-11-22T21:10:59.000,,,ENTIRE BUILDING,,N/A,788 EAST   10 STREET,11230,,,40.630019060451055,"{u'type': u'Point', u'coordinates': [-73.96719768603, 40.630019060451]}",RESIDENTIAL BUILDING,-73.96719768603026,BROOKLYN,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,EAST   10 STREET,,37764789,993355,168811
856,11,13510,61,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T22:11:51.000,17 BROOKLYN,Noise - Residential,2017-11-22T21:10:59.000,ROGERS AVENUE,NOSTRAND AVENUE,Banging/Pounding,2017-11-23T05:10:59.000,Precinct,237 MARTENSE STREET,11226,,,40.65163127310939,"{u'type': u'Point', u'coordinates': [-73.951092320577, 40.651631273109]}",Residential Building/House,-73.95109232057688,BROOKLYN,Unspecified,2017-11-22T22:11:51.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,MARTENSE STREET,,37761291,997821,176687
857,10,12074,57,4,ADDRESS,DOHMH,Department of Health and Mental Hygiene,MANHATTAN,NEW YORK,,02 MANHATTAN,Food Establishment,2017-11-22T21:10:56.000,AVENUE OF THE AMERICAS,7 AVENUE,Food Contains Foreign Object,2017-12-29T21:10:56.000,N/A,108 WEST 14 STREET,10011,,,40.73759954118571,"{u'type': u'Point', u'coordinates': [-73.997434365639, 40.737599541186]}",Other (Explain Below),-73.99743436563861,MANHATTAN,Unspecified,,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type may result in agency contact and/or investigation at the time of a routine inspection.  Status will be available 37 days after the date of your complaint by calling 311. Please note your Service Request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,WEST 14 STREET,,37761253,984961,208004
858,24,24670,41,3,ADDRESS,HPD,Department of Housing Preservation and Development,QUEENS,Jamaica,,12 QUEENS,DOOR/WINDOW,2017-11-22T21:10:39.000,,,DOOR,,N/A,89-32 138 STREET,11435,,,40.701265727983106,"{u'type': u'Point', u'coordinates': [-73.814375858314, 40.701265727983]}",RESIDENTIAL BUILDING,-73.81437585831368,QUEENS,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,138 STREET,,37765912,1035719,194821
859,24,24670,41,3,ADDRESS,HPD,Department of Housing Preservation and Development,QUEENS,Jamaica,,12 QUEENS,PAINT/PLASTER,2017-11-22T21:10:39.000,,,DOOR/FRAME,,N/A,89-32 138 STREET,11435,,,40.701265727983106,"{u'type': u'Point', u'coordinates': [-73.814375858314, 40.701265727983]}",RESIDENTIAL BUILDING,-73.81437585831368,QUEENS,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,138 STREET,,37765761,1035719,194821
860,34,14788,54,3,ADDRESS,DPR,Department of Parks and Recreation,QUEENS,MASPETH,,05 QUEENS,Overgrown Tree/Branches,2017-11-22T21:09:57.000,69 STREET,70 STREET,Hitting Building,2017-12-22T21:09:57.000,N/A,69-27 53 DRIVE,11378,,,40.72973464919744,"{u'type': u'Point', u'coordinates': [-73.895012608446, 40.729734649197]}",Street,-73.8950126084457,QUEENS,Unspecified,,"The Department of Parks and Recreation usually requires 30 days to inspect the issue and may take up to 60 days to resolve it, if warranted. Please note your Service Request number for future reference.",Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,53 DRIVE,,37759658,1013348,205156
861,26,17217,61,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T22:12:52.000,17 BROOKLYN,Noise - Residential,2017-11-22T21:09:56.000,FOSTER AVENUE,FARRAGUT ROAD,Banging/Pounding,2017-11-23T05:09:56.000,Precinct,1406 BROOKLYN AVENUE,11210,,,40.63851544306519,"{u'type': u'Point', u'coordinates': [-73.9424652316, 40.638515443065]}",Residential Building/House,-73.94246523160041,BROOKLYN,Unspecified,2017-11-22T22:12:52.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BROOKLYN AVENUE,,37763975,1000218,171910
862,10,10363,12,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-22T22:14:54.000,04 MANHATTAN,Illegal Parking,2017-11-22T21:09:48.000,8 AVENUE,9 AVENUE,Posted Parking Sign Violation,2017-11-23T05:09:48.000,Precinct,301 WEST 31 STREET,10001,,,40.7504805842118,"{u'type': u'Point', u'coordinates': [-73.99526474943, 40.750480584212]}",Street/Sidewalk,-73.99526474942996,MANHATTAN,Unspecified,2017-11-22T22:14:54.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 31 STREET,,37762540,985562,212697
863,12,11270,43,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,2017-11-22T23:24:46.000,10 BRONX,Noise - Commercial,2017-11-22T21:09:25.000,EAST TREMONT AVENUE,EAST TREMONT AVENUE,Loud Music/Party,2017-11-23T05:09:25.000,Precinct,53 WESTCHESTER SQUARE,10461,,,40.841754914433025,"{u'type': u'Point', u'coordinates': [-73.843619832054, 40.841754914433]}",Club/Bar/Restaurant,-73.84361983205432,BRONX,Unspecified,2017-11-22T23:24:46.000,The Police Department responded to the complaint and determined that police action was not necessary.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WESTCHESTER SQUARE,,37761284,1027519,245990
864,48,17615,17,2,INTERSECTION,DOT,Department of Transportation,BROOKLYN,BROOKLYN,,09 BROOKLYN,Street Light Condition,2017-11-22T21:09:00.000,,,Street Light Out,,N/A,,11213,BROOKLYN AVENUE,CARROLL STREET,40.666878623156904,"{u'type': u'Point', u'coordinates': [-73.945212751255, 40.666878623157]}",,-73.94521275125517,BROOKLYN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,,,37762246,999449,182243
865,29,10931,6,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,2017-11-22T23:17:42.000,05 BRONX,Blocked Driveway,2017-11-22T21:08:46.000,GRAND AVENUE,AQUEDUCT AVENUE,No Access,2017-11-23T05:08:46.000,Precinct,76 CLINTON PLACE,10453,,,40.85733708838712,"{u'type': u'Point', u'coordinates': [-73.907723913133, 40.857337088387]}",Street/Sidewalk,-73.90772391313283,BRONX,Unspecified,2017-11-22T23:17:42.000,The Police Department issued a summons in response to the complaint.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,CLINTON PLACE,,37759274,1009776,251642
866,27,17620,2,2,ADDRESS,HPD,Department of Housing Preservation and Development,BROOKLYN,BROOKLYN,,12 BROOKLYN,HEAT/HOT WATER,2017-11-22T21:08:34.000,,,ENTIRE BUILDING,,N/A,553 MC DONALD AVENUE,11218,,,40.64071003531238,"{u'type': u'Point', u'coordinates': [-73.979061528419, 40.640710035312]}",RESIDENTIAL BUILDING,-73.9790615284192,BROOKLYN,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,MC DONALD AVENUE,,37765434,990061,172705
867,26,16866,61,2,ADDRESS,DEP,Department of Environmental Protection,BROOKLYN,BROOKLYN,,17 BROOKLYN,Sewer,2017-11-22T21:08:00.000,SNYDER AVE,HOLY CROSS CEMETERY BNDY,Sewer Backup (Use Comments) (SA),,N/A,267 EAST   43 STREET,11203,,,40.64920620566771,"{u'type': u'Point', u'coordinates': [-73.936895492217, 40.649206205668]}",,-73.93689549221702,BROOKLYN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,EAST   43 STREET,,37759938,1001761,175806
868,36,13097,18,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-22T21:39:30.000,10 MANHATTAN,Noise - Residential,2017-11-22T21:07:41.000,WEST 149 STREET,WEST 150 STREET,Banging/Pounding,2017-11-23T05:07:41.000,Precinct,140 BRADHURST AVENUE,10039,,,40.82594841870185,"{u'type': u'Point', u'coordinates': [-73.940922895895, 40.825948418702]}",Residential Building/House,-73.94092289589497,MANHATTAN,Unspecified,2017-11-22T21:39:30.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BRADHURST AVENUE,,37759340,1000600,240198
869,36,13095,7,4,ADDRESS,HPD,Department of Housing Preservation and Development,MANHATTAN,NEW YORK,,11 MANHATTAN,HEAT/HOT WATER,2017-11-22T21:07:37.000,,,ENTIRE BUILDING,,N/A,58 EAST  132 STREET,10037,,,40.80987860650001,"{u'type': u'Point', u'coordinates': [-73.936732318356, 40.8098786065]}",RESIDENTIAL BUILDING,-73.93673231835619,MANHATTAN,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,EAST  132 STREET,,37765820,1001764,234344
870,35,13093,7,4,ADDRESS,HPD,Department of Housing Preservation and Development,MANHATTAN,NEW YORK,,11 MANHATTAN,HEAT/HOT WATER,2017-11-22T21:07:33.000,,,ENTIRE BUILDING,,N/A,375 PLEASANT AVENUE,10035,,,40.797430987041665,"{u'type': u'Point', u'coordinates': [-73.931431291723, 40.797430987042]}",RESIDENTIAL BUILDING,-73.93143129172341,MANHATTAN,Unspecified,2017-11-22T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,PLEASANT AVENUE,,37765304,1003235,229810
871,6,24338,63,3,INTERSECTION,NYPD,New York City Police Department,QUEENS,QUEENS VILLAGE,,13 QUEENS,Illegal Parking,2017-11-22T21:07:18.000,,,Commercial Overnight Parking,2017-11-23T05:07:18.000,Precinct,,11429,110 AVENUE,SPRINGFIELD BOULEVARD,40.70823835034419,"{u'type': u'Point', u'coordinates': [-73.7385211678, 40.708238350344]}",Street/Sidewalk,-73.73852116780047,QUEENS,Unspecified,2017-11-23T01:44:42.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,,,37760995,1056744,197415
872,46,24670,41,3,ADDRESS,DSNY,Department of Sanitation,QUEENS,Jamaica,,12 QUEENS,Request Large Bulky Item Collection,2017-11-22T21:07:00.000,TUSKEGEE AIRMEN WAY,107 AVENUE,Request Large Bulky Item Collection,,N/A,106-48 WALTHAM STREET,11435,,,40.69365982820386,"{u'type': u'Point', u'coordinates': [-73.802745667345, 40.693659828204]}",Sidewalk,-73.80274566734518,QUEENS,Unspecified,2017-11-27T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,WALTHAM STREET,,37760958,1038950,192057
873,26,13827,61,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T22:32:12.000,17 BROOKLYN,Blocked Driveway,2017-11-22T21:06:50.000,EAST 86 STREET,EAST 87 STREET,No Access,2017-11-23T05:06:50.000,Precinct,8618 AVENUE B,11236,,,40.64776772494156,"{u'type': u'Point', u'coordinates': [-73.919026452047, 40.647767724942]}",Street/Sidewalk,-73.91902645204655,BROOKLYN,Unspecified,2017-11-22T22:32:12.000,The Police Department responded to the complaint and determined that police action was not necessary.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,AVENUE B,,37763266,1006720,175286
874,,,,,BLOCKFACE,DOT,Department of Transportation,BRONX,,,Unspecified BRONX,Street Light Condition,2017-11-22T21:06:00.000,205 ST W,BEDFORD PARK BLVD,Street Light Out,,N/A,GOULDEN AVE,,,,,,,,BRONX,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,GOULDEN AVE,,37763968,,
875,18,17616,1,2,ADDRESS,HPD,Department of Housing Preservation and Development,BROOKLYN,BROOKLYN,,11 BROOKLYN,PLUMBING,2017-11-22T21:05:32.000,,,BATHTUB/SHOWER,,N/A,8020 BAY PARKWAY,11214,,,40.605169248592226,"{u'type': u'Point', u'coordinates': [-73.990470882469, 40.605169248592]}",RESIDENTIAL BUILDING,-73.99047088246937,BROOKLYN,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,BAY PARKWAY,,37765193,986896,159756
876,45,18184,21,2,ADDRESS,DEP,Department of Environmental Protection,BROOKLYN,BROOKLYN,,13 BROOKLYN,Water System,2017-11-22T21:05:00.000,BAY VIEW AVE,NEPTUNE AVE,Dirty Water (WE),,N/A,2750 WEST   33 STREET,11224,,,40.57830903505514,"{u'type': u'Point', u'coordinates': [-74.000233992269, 40.578309035055]}",,-74.00023399226933,BROOKLYN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,WEST   33 STREET,,37763853,984185,149970
877,15,13826,32,2,ADDRESS,HPD,Department of Housing Preservation and Development,BROOKLYN,BROOKLYN,,15 BROOKLYN,HEAT/HOT WATER,2017-11-22T21:04:08.000,,,APARTMENT ONLY,,N/A,1213 AVENUE Z,11235,,,40.58765263680024,"{u'type': u'Point', u'coordinates': [-73.957288634125, 40.5876526368]}",RESIDENTIAL BUILDING,-73.95728863412452,BROOKLYN,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,AVENUE Z,,37765681,996113,153377
878,1,12425,23,4,INTERSECTION,DEP,Department of Environmental Protection,MANHATTAN,NEW YORK,,08 MANHATTAN,Sewer,2017-11-22T21:04:00.000,,,Catch Basin Clogged/Flooding (Use Comments) (SC),,N/A,,10028,3 AVENUE,EAST 83 STREET,40.77686823948234,"{u'type': u'Point', u'coordinates': [-73.955408901689, 40.776868239482]}",,-73.95540890168907,MANHATTAN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,,,37759977,996600,222314
879,48,17615,17,2,ADDRESS,HPD,Department of Housing Preservation and Development,BROOKLYN,BROOKLYN,,09 BROOKLYN,HEAT/HOT WATER,2017-11-22T21:03:39.000,,,ENTIRE BUILDING,,N/A,712 CROWN STREET,11213,,,40.665346530124594,"{u'type': u'Point', u'coordinates': [-73.933809120949, 40.665346530125]}",RESIDENTIAL BUILDING,-73.93380912094888,BROOKLYN,Unspecified,2017-11-22T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,CROWN STREET,,37765290,1002613,181687
880,5,14783,65,3,ADDRESS,NYPD,New York City Police Department,QUEENS,JACKSON HEIGHTS,,03 QUEENS,Noise - Residential,2017-11-22T21:03:20.000,34 AVENUE,35 AVENUE,Banging/Pounding,2017-11-23T05:03:20.000,Precinct,34-40 78 STREET,11372,,,40.752468911629094,"{u'type': u'Point', u'coordinates': [-73.888606372112, 40.752468911629]}",Residential Building/House,-73.88860637211151,QUEENS,Unspecified,2017-11-22T21:24:22.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,78 STREET,,37760330,1015113,213441
881,47,20529,51,3,ADDRESS,HPD,Department of Housing Preservation and Development,QUEENS,Far Rockaway,,14 QUEENS,PAINT/PLASTER,2017-11-22T21:03:04.000,,,WALL,,N/A,16-04 CAFFREY AVENUE,11691,,,40.59939703708768,"{u'type': u'Point', u'coordinates': [-73.7499485692, 40.599397037088]}",RESIDENTIAL BUILDING,-73.74994856920038,QUEENS,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,CAFFREY AVENUE,,37765467,1053689,157752
882,9,10696,15,1,ADDRESS,DSNY,Department of Sanitation,STATEN ISLAND,STATEN ISLAND,,03 STATEN ISLAND,Electronics Waste,2017-11-22T21:03:00.000,LENEVAR AVENUE,MAGUIRE AVENUE,Recycling Electronics,,N/A,1097 RENSSELAER AVENUE,10309,,,40.536745085969976,"{u'type': u'Point', u'coordinates': [-74.211174608705, 40.53674508597]}",Sidewalk,-74.21117460870485,STATEN ISLAND,Unspecified,,The Department of Sanitation is in the process of investigating this complaint.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,RENSSELAER AVENUE,,37759125,925552,134898
883,50,11724,71,4,ADDRESS,DEP,Department of Environmental Protection,MANHATTAN,NEW YORK,,06 MANHATTAN,Noise,2017-11-22T21:03:00.000,E 16 ST,E 17 ST,Noise: Construction Before/After Hours (NM1),,N/A,40 IRVING PLACE,10003,,,40.73549368306774,"{u'type': u'Point', u'coordinates': [-73.987659363949, 40.735493683068]}",,-73.98765936394898,MANHATTAN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,IRVING PLACE,,37761904,987670,207237
884,5,14784,66,3,ADDRESS,NYPD,New York City Police Department,QUEENS,ELMHURST,2017-11-22T21:56:39.000,04 QUEENS,Illegal Parking,2017-11-22T21:02:44.000,WHITNEY AVENUE,LAMONT AVENUE,Blocked Hydrant,2017-11-23T05:02:44.000,Precinct,42-31 ELBERTSON STREET,11373,,,40.74574086303538,"{u'type': u'Point', u'coordinates': [-73.874607749918, 40.745740863035]}",Street/Sidewalk,-73.87460774991831,QUEENS,Unspecified,2017-11-22T21:56:39.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,ELBERTSON STREET,,37760506,1018995,210995
885,45,18184,21,2,ADDRESS,DEP,Department of Environmental Protection,BROOKLYN,BROOKLYN,,13 BROOKLYN,Water System,2017-11-22T21:02:00.000,NEPTUNE AVE,MERMAID AVE,Dirty Water (WE),,N/A,2838 WEST   36 STREET,11224,,,40.576074748105114,"{u'type': u'Point', u'coordinates': [-74.001994267398, 40.576074748105]}",,-74.00199426739826,BROOKLYN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,WEST   36 STREET,,37761914,983696,149156
886,35,10930,50,5,ADDRESS,HPD,Department of Housing Preservation and Development,BRONX,BRONX,,04 BRONX,HEAT/HOT WATER,2017-11-22T21:01:51.000,,,ENTIRE BUILDING,,N/A,976 ANDERSON AVENUE,10452,,,40.83173215525555,"{u'type': u'Point', u'coordinates': [-73.927572760075, 40.831732155256]}",RESIDENTIAL BUILDING,-73.9275727600755,BRONX,Unspecified,2017-11-22T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,ANDERSON AVENUE,,37766173,1004293,242308
887,3,14190,22,3,ADDRESS,HPD,Department of Housing Preservation and Development,QUEENS,Flushing,,07 QUEENS,HEAT/HOT WATER,2017-11-22T21:01:47.000,,,APARTMENT ONLY,,N/A,54-31 151 STREET,11355,,,40.74572588946332,"{u'type': u'Point', u'coordinates': [-73.816384862316, 40.745725889463]}",RESIDENTIAL BUILDING,-73.81638486231591,QUEENS,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,151 STREET,,37765700,1035128,211018
888,12,11271,59,5,ADDRESS,HPD,Department of Housing Preservation and Development,BRONX,BRONX,,11 BRONX,HEAT/HOT WATER,2017-11-22T21:01:14.000,,,ENTIRE BUILDING,,N/A,2180 BOLTON STREET,10462,,,40.85578963147769,"{u'type': u'Point', u'coordinates': [-73.868648965063, 40.855789631478]}",RESIDENTIAL BUILDING,-73.86864896506286,BRONX,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,BOLTON STREET,,37765710,1020586,251092
889,25,17215,45,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T23:04:31.000,05 BROOKLYN,Noise - Residential,2017-11-22T21:00:40.000,HOLLY STREET,EUCLID AVENUE,Loud Talking,2017-11-23T05:00:40.000,Precinct,2525 LINDEN BOULEVARD,11208,,,40.66740375654953,"{u'type': u'Point', u'coordinates': [-73.870800670206, 40.66740375655]}",Residential Building/House,-73.87080067020605,BROOKLYN,Unspecified,2017-11-22T23:04:31.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,LINDEN BOULEVARD,,37763827,1020092,182456
890,24,14509,25,3,ADDRESS,NYPD,New York City Police Department,QUEENS,FLUSHING,2017-11-22T22:42:16.000,08 QUEENS,Noise - Residential,2017-11-22T21:00:06.000,72 ROAD,72 DRIVE,Banging/Pounding,2017-11-23T05:00:06.000,Precinct,72-25 153 STREET,11367,,,40.72761059519963,"{u'type': u'Point', u'coordinates': [-73.81474264561, 40.7276105952]}",Residential Building/House,-73.81474264560978,QUEENS,Unspecified,2017-11-22T22:42:16.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,153 STREET,,37760332,1035597,204419
891,41,24016,62,3,ADDRESS,DSNY,Department of Sanitation,QUEENS,South Ozone Park,,10 QUEENS,Request Large Bulky Item Collection,2017-11-22T21:00:00.000,116 STREET,117 STREET,Request Large Bulky Item Collection,,N/A,116-20 149 AVENUE,11420,,,40.66917237413554,"{u'type': u'Point', u'coordinates': [-73.823952989781, 40.669172374136]}",Sidewalk,-73.82395298978139,QUEENS,Unspecified,2017-11-25T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,149 AVENUE,,37762469,1033087,183123
